Driver ID,Frame number,Seat Belt,Drowsiness,Inattentive
001,frame617,True,False,False
001,frame618,True,False,False
001,frame619,True,False,False
001,frame620,True,False,False
001,frame621,True,False,False
001,frame622,True,False,False
001,frame623,True,False,False
001,frame624,True,False,False
001,frame625,True,False,False
001,frame626,True,False,False
001,frame627,True,False,False
001,frame628,True,False,False
001,frame629,True,False,False
001,frame630,True,False,False
001,frame631,True,False,False
001,frame632,True,False,False
001,frame633,True,False,False
001,frame634,True,False,False
001,frame635,True,False,False
001,frame636,True,False,False
001,frame637,True,False,False
001,frame638,True,False,False
001,frame639,True,False,False
001,frame640,True,False,False
001,frame641,True,False,False
001,frame642,True,False,False
001,frame643,True,False,False
001,frame644,True,False,False
001,frame645,True,False,False
001,frame646,True,False,False
001,frame647,True,False,False
001,frame648,True,False,False
001,frame649,True,False,False
001,frame650,True,False,False
001,frame651,True,False,False
001,frame652,True,False,False
001,frame653,True,False,False
001,frame654,True,True,False
001,frame655,True,True,False
001,frame656,True,True,False
001,frame657,True,True,False
001,frame658,True,True,False
001,frame659,True,True,False
001,frame660,True,True,False
001,frame661,True,True,False
001,frame662,True,True,False
001,frame663,True,True,False
001,frame664,True,True,False
001,frame665,True,True,False
001,frame666,True,True,False
001,frame667,True,True,False
001,frame668,True,True,False
001,frame669,True,True,False
001,frame670,True,True,False
001,frame671,True,True,False
001,frame672,True,True,False
001,frame673,True,True,False
001,frame674,True,True,False
001,frame675,True,True,False
001,frame676,True,True,False
001,frame677,True,True,False
001,frame678,True,True,False
001,frame679,True,True,False
001,frame680,True,True,False
001,frame681,True,True,False
001,frame682,True,True,False
001,frame683,True,True,False
001,frame684,True,True,False
001,frame685,True,True,False
001,frame686,True,True,False
001,frame687,True,True,False
001,frame688,True,True,False
001,frame689,True,True,False
001,frame690,True,True,False
001,frame691,True,True,False
001,frame692,True,True,False
001,frame693,True,True,False
001,frame694,True,True,False
001,frame695,True,True,False
001,frame696,True,True,False
001,frame697,True,True,False
001,frame698,True,True,False
001,frame699,True,True,False
001,frame700,True,True,True
001,frame701,True,True,True
001,frame702,True,True,True
001,frame703,True,True,True
001,frame704,True,True,True
001,frame705,True,True,True
001,frame706,True,True,True
001,frame707,True,True,True
001,frame708,True,True,True
001,frame709,True,True,True
001,frame710,True,True,True
001,frame711,True,True,True
001,frame712,True,True,True
001,frame713,True,True,True
001,frame714,True,False,True
001,frame715,True,False,True
001,frame716,True,False,True
001,frame717,True,False,True
001,frame718,True,False,True
001,frame719,True,False,True
001,frame720,True,False,True
001,frame721,True,True,True
001,frame722,True,True,True
001,frame723,True,True,True
001,frame724,True,True,True
001,frame725,True,True,True
001,frame726,True,True,True
001,frame727,True,True,True
001,frame728,True,True,True
001,frame729,True,True,False
001,frame730,True,True,False
001,frame731,True,True,False
001,frame732,True,True,False
001,frame733,True,True,False
001,frame734,True,True,False
001,frame735,True,True,False
001,frame736,True,True,False
001,frame737,True,True,False
001,frame738,True,True,False
001,frame739,True,True,False
001,frame740,True,True,False
001,frame741,True,True,False
001,frame742,True,True,False
001,frame743,True,True,False
001,frame744,True,True,False
001,frame745,True,True,False
001,frame746,True,True,False
001,frame747,True,True,False
001,frame748,True,True,False
001,frame749,True,True,False
001,frame750,True,True,False
001,frame751,True,True,False
001,frame752,True,True,False
001,frame753,True,True,False
001,frame754,True,True,False
001,frame755,True,True,False
001,frame756,True,True,False
001,frame757,True,True,False
001,frame758,True,True,False
001,frame759,True,True,False
001,frame760,True,True,False
001,frame761,True,True,False
001,frame762,True,True,False
001,frame763,True,True,False
001,frame764,True,True,False
001,frame765,True,True,False
001,frame766,True,True,False
001,frame767,True,True,False
001,frame768,True,True,False
001,frame769,True,True,False
001,frame770,True,True,False
001,frame771,True,True,False
001,frame772,True,True,False
001,frame773,True,True,False
001,frame774,True,True,False
001,frame775,True,True,False
001,frame776,True,True,False
001,frame777,True,True,False
001,frame778,True,True,False
001,frame779,True,True,False
001,frame780,True,True,False
001,frame781,True,True,False
001,frame782,True,True,False
001,frame783,True,True,False
001,frame784,True,True,False
001,frame785,True,True,False
001,frame786,True,True,False
001,frame787,True,True,False
001,frame788,True,True,False
001,frame789,True,True,False
001,frame790,True,False,False
001,frame791,True,False,False
001,frame792,True,False,False
001,frame793,True,False,False
001,frame794,True,False,False
001,frame795,True,False,False
001,frame796,True,False,False
001,frame797,True,False,False
001,frame798,True,False,False
001,frame799,True,False,False
001,frame800,True,False,False
001,frame801,True,False,False
001,frame802,True,False,False
001,frame803,True,False,False
001,frame804,True,False,False
001,frame805,True,False,False
001,frame806,True,False,False
001,frame807,True,False,False
001,frame808,True,False,False
001,frame809,True,False,False
001,frame810,True,False,False
001,frame811,False,False,False
001,frame812,False,False,False
001,frame813,False,False,False
001,frame814,False,False,False
001,frame815,False,False,False
001,frame816,False,False,False
001,frame817,False,False,False
001,frame818,False,False,False
001,frame819,False,False,False
001,frame820,False,False,False
001,frame821,False,False,False
001,frame822,False,False,False
001,frame823,False,False,False
001,frame824,False,False,False
001,frame825,False,False,False
001,frame826,False,False,False
001,frame827,False,False,False
001,frame828,False,False,False
001,frame829,False,False,False
001,frame830,False,False,False
001,frame831,False,False,False
001,frame832,False,False,False
001,frame833,False,False,False
001,frame834,False,False,False
001,frame835,False,False,False
001,frame836,False,False,False
001,frame837,False,False,False
001,frame838,False,False,False
001,frame839,False,False,False
001,frame840,False,False,False
001,frame841,False,False,False
001,frame842,False,False,False
001,frame843,False,False,False
001,frame844,False,False,False
001,frame845,False,False,False
001,frame846,False,False,False
001,frame847,False,False,False
001,frame848,False,False,False
001,frame849,False,False,False
001,frame850,False,False,False
001,frame851,False,False,False
001,frame852,False,False,False
001,frame853,False,False,False
001,frame854,False,False,False
001,frame855,False,False,False
001,frame856,False,False,False
001,frame857,False,False,False
001,frame858,False,False,False
001,frame859,False,False,False
001,frame860,False,False,False
001,frame861,False,False,False
001,frame862,False,False,False
001,frame863,False,False,False
001,frame864,False,False,False
001,frame865,False,False,False
001,frame866,False,False,False
001,frame867,False,False,False
001,frame868,False,False,False
001,frame869,False,False,False
001,frame870,False,False,False
001,frame871,False,False,False
001,frame872,False,False,False
001,frame873,False,False,False
001,frame874,False,False,False
001,frame875,False,False,False
001,frame876,False,False,False
001,frame877,False,False,False
001,frame878,False,False,False
001,frame879,False,False,False
001,frame880,False,False,False
001,frame881,False,False,False
001,frame882,False,False,False
001,frame883,False,False,False
001,frame884,False,False,False
001,frame885,False,False,False
001,frame886,False,False,False
001,frame887,False,False,False
001,frame888,False,False,False
001,frame889,False,False,False
001,frame890,False,False,False
001,frame891,False,False,False
001,frame892,False,False,False
001,frame893,False,False,False
001,frame894,False,False,False
001,frame895,False,False,False
001,frame896,False,False,False
001,frame897,False,False,False
001,frame898,False,False,False
001,frame899,False,False,False
001,frame900,False,False,False
001,frame901,True,False,False
001,frame902,True,False,False
001,frame903,True,False,False
001,frame904,True,False,False
001,frame905,True,False,False
001,frame906,True,False,False
001,frame907,True,False,False
001,frame908,True,False,False
001,frame909,True,False,False
001,frame910,True,False,False
001,frame911,True,False,False
001,frame912,True,False,False
001,frame913,True,False,False
001,frame914,True,False,False
001,frame915,True,False,False
001,frame916,True,False,False
001,frame917,True,False,False
001,frame918,True,False,False
001,frame919,True,False,False
001,frame920,True,False,False
001,frame921,True,False,False
001,frame922,True,False,False
001,frame923,True,False,False
001,frame924,True,False,False
001,frame925,True,False,False
001,frame926,True,False,False
001,frame927,True,False,False
001,frame928,True,False,False
001,frame929,True,False,False
001,frame930,True,False,False
001,frame931,True,False,False
001,frame932,True,False,False
001,frame933,True,False,False
001,frame934,True,False,False
001,frame935,True,False,False
001,frame936,True,False,False
001,frame937,True,False,False
001,frame938,True,False,False
001,frame939,True,False,False
001,frame940,True,False,False
001,frame941,True,False,False
001,frame942,True,False,False
001,frame943,True,False,False
001,frame944,True,False,False
001,frame945,True,False,False
001,frame946,True,False,False
001,frame947,True,False,False
001,frame948,True,False,False
001,frame949,True,False,False
001,frame950,True,False,False
001,frame951,True,False,False
001,frame952,True,False,False
001,frame953,True,False,False
001,frame954,True,False,False
001,frame955,True,False,False
001,frame956,True,False,False
001,frame957,True,False,False
001,frame958,True,False,False
001,frame959,True,False,False
001,frame960,True,False,False
001,frame961,True,False,False
001,frame962,True,False,False
001,frame963,True,False,False
001,frame964,True,False,False
001,frame965,True,False,False
001,frame966,True,False,False
001,frame967,True,False,False
001,frame968,True,False,False
001,frame969,True,False,False
001,frame970,True,False,False
001,frame971,True,False,False
001,frame972,True,False,False
001,frame973,True,False,False
001,frame974,True,False,False
001,frame975,True,False,False
001,frame976,True,False,False
001,frame977,True,False,False
001,frame978,True,False,False
001,frame979,True,False,False
001,frame980,True,False,False
001,frame981,True,False,False
001,frame982,True,False,False
001,frame983,True,False,False
001,frame984,True,False,False
001,frame985,True,False,False
001,frame986,True,False,False
001,frame987,True,False,False
001,frame988,True,False,False
001,frame989,True,False,False
001,frame990,True,False,False
001,frame991,True,False,False
001,frame992,True,False,False
001,frame993,True,False,False
001,frame994,True,False,False
001,frame995,True,False,False
001,frame996,True,False,False
001,frame997,True,False,False
001,frame998,True,False,False
001,frame999,True,False,False
001,frame1000,True,False,False
001,frame1001,True,False,False
001,frame1002,True,False,False
001,frame1003,True,False,False
001,frame1004,True,False,False
001,frame1005,True,False,False
001,frame1006,True,False,False
001,frame1007,True,False,False
001,frame1008,True,False,False
001,frame1009,True,False,False
001,frame1010,True,False,False
001,frame1011,True,False,False
001,frame1012,True,False,False
001,frame1013,True,False,False
001,frame1014,True,False,False
001,frame1015,True,False,False
001,frame1016,True,False,False
001,frame1017,True,False,False
001,frame1018,True,False,False
001,frame1019,True,False,False
001,frame1020,True,False,False
